id|identifier|fullName|otherNames|legalForm|predecessor|successor|address|buildingNumber|street|municipality|postalCodes|country|establishmentDate|terminationDate
1060693|47443430|LUMIZA, s. r. o.||Spoločnosť s ručením obmedzeným||||99/77|Pri Kysuci|Žilina|['010 03']|Slovenská republika|2013-10-05|
643296|45268771|BCP HOLDING, s. r. o.||Spoločnosť s ručením obmedzeným||||69/B|Račianska|Bratislava|['83102']|Slovenská republika|2009-11-06|
16138782|54405181|Gymnathlon Slovensko||Združenie (zväz, spolok, spoločnosť, klub ai.)||||24D|Račianska|Bratislava - mestská časť Nové Mesto|['83102']|Slovenská republika|2022-02-10|
1008304|36854140|Československá obchodná banka, a.s.||Akciová spoločnosť||||11|Žižkova|Bratislava|['81102']|Slovenská republika|2008-01-01|
1011744|36284831|Union zdravotná poisťovňa, a.s.||Akciová spoločnosť||||10|Karadžičova|Bratislava|['81453']|Slovenská republika|2006-03-09|
564606|35871113|EEI s. r. o.||Spoločnosť s ručením obmedzeným||||18|Laurinská|Bratislava - mestská časť Staré Mesto|['81101']|Slovenská republika|2003-11-25|
706046|47651130|TABRIS PLUS, s.r.o.||Spoločnosť s ručením obmedzeným||||18|Strojnícka|Prešov|['08006']|Slovenská republika|2014-01-24|
9371721|00332593|Obec Nižný Hrabovec||Obec (obecný úrad), mesto (mestský úrad)|||Nižný Hrabovec, 407, 09421, Slovenská republika|||Nižný Hrabovec|['09421']|Slovenská republika|1973-07-01|
2695169|34327533|Paed. Dr. Mária Križalkovičová - RIVER||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||8|Juh|Vranov nad Topľou|['09301']|Slovenská republika|1995-12-08|
648635|36448389|CEMED, s.r.o.||Spoločnosť s ručením obmedzeným||||1009|Sídlisko I.|Vranov nad Topľou|['09301']|Slovenská republika|1997-07-29|
3813647|37655264|Ľubomír Ludvik LUTEX||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||9|Ľ. Štúra|Svidník|['08901']|Slovenská republika|1999-03-03|
241378|46259317|Stores inSPORTline SK, s. r. o.||Spoločnosť s ručením obmedzeným||||6471|Električná|Trenčín|['91101']|Slovenská republika|2011-07-09|
706346|46738479|EUROBAU s.r.o.||Spoločnosť s ručením obmedzeným||||1/2582|Werferova|Košice - mestská časť Juh|['04011']|Slovenská republika|2012-08-14|
675298|44602731|ELEKTROSERVIS VV, s.r.o.||Spoločnosť s ručením obmedzeným||||50|Čemernianska|Vranov nad Topľou|['09301']|Slovenská republika|2009-02-03|
9397732|51265770|ZVP RENTAL s.r.o.||Spoločnosť s ručením obmedzeným||||376||Soľ|['09435']|Slovenská republika|2017-12-22|
838304|47325046|LENILA Trade s.r.o.||Spoločnosť s ručením obmedzeným||||24|Ďumbierska|Košice|['040 01']|Slovenská republika|2013-07-23|
9240984|50950568|FM – Trans SK, s.r.o.||Spoločnosť s ručením obmedzeným||||25|Kľačno|Kľačno|['972 15']|Slovenská republika|2017-06-16|
936275|31668305|SITEL s.r.o.||Spoločnosť s ručením obmedzeným||||6|Zemplínska|Košice|['04001']|Slovenská republika|1993-03-08|
4672149|31955983|Záujmové združenie speváckych zborov OZVENA||Združenie (zväz, spolok, spoločnosť, klub ai.)||||12|Dobrianskeho|Vranov nad Topľou|['09301']|Slovenská republika|1994-02-21|
9372444|00321982|Mesto Giraltovce||Obec (obecný úrad), mesto (mestský úrad)|||Giraltovce, Dukelská 77/75, časť obce: Giraltovce, 08701, Slovenská republika|75|Dukelská|Giraltovce|['08701']|Slovenská republika|1973-07-01|
3217676|45674191|Ing. Rastislav Tapšák||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||2|Sibírska|Prešov|['08001']|Slovenská republika|2010-08-01|
7104763|50350587|Strechy Štec, s.r.o.||Spoločnosť s ručením obmedzeným||||48|Sedliská|Sedliská|['09409']|Slovenská republika|2016-06-01|
271348|36314242|ELGAS, s.r.o.||Spoločnosť s ručením obmedzeným||||2271|Robotnícka|Považská Bystrica|['01701']|Slovenská republika|2000-09-25|
1072499|36205214|KOSIT a.s.||Akciová spoločnosť||||98|Rastislavova|Košice|['04346']|Slovenská republika|2001-03-21|
16380550|54753546|Ing. Simona Lancošová||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Malá Domaša|['09402']|Slovenská republika|2022-07-06|
781913|00199842|Poľnohospodárske družstvo Spišské Bystré||Družstvo||||915|SNP|Spišské Bystré|['05918']|Slovenská republika|1990-12-17|
16103678|54371660|EP PROTECT s.r.o.||Spoločnosť s ručením obmedzeným||||2|Antona Bernoláka|Michalovce|['07101']|Slovenská republika|2022-01-27|
835435|46181644|StaMi-a s.r.o.||Spoločnosť s ručením obmedzeným||||580/110|Kapušianska|Michalovce|['071 01']|Slovenská republika|2011-05-17|
689102|36488402|Obecný podnik služieb s.r.o. Bystré||Spoločnosť s ručením obmedzeným||||98/20|Šarišská|Bystré|['09434']|Slovenská republika|2003-10-21|
13672871|53021665|1. východoslovenská OZV, s.r.o.||Spoločnosť s ručením obmedzeným||||27|Mlynská|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2020-04-09|
7034039|50297465|JADOZ s.r.o.||Spoločnosť s ručením obmedzeným||||2723/15A|Duklianskych hrdinov|Vranov nad Topľou|['09301']|Slovenská republika|2016-05-12|
2971199|46285792|Lenka Hujdičová||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||7|Žakarovská|Gelnica|['05601']|Slovenská republika|2011-07-18|
4627933|37789741|Komunitné združenie Sedliská||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Sedliská|['09409']|Slovenská republika|2000-05-05|
616129|48029882|KAMIR s.r.o.||Spoločnosť s ručením obmedzeným||||29|Tovarné|Tovarné|['09401']|Slovenská republika|2015-01-31|
4625111|42074495|Klub slovenských turistov JAVORINA Rudlov||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Rudlov|['09435']|Slovenská republika|2006-06-08|
9371361|00332500|Obec Kučín||Obec (obecný úrad), mesto (mestský úrad)|||Kučín, Kučín 77|77|Kučín|Kučín|['09421']|Slovenská republika|1973-07-01|
9388624|00151882|Centrum vedecko-technických informácií Slovenskej republiky||Príspevková organizácia|||Bratislava - mestská časť Staré Mesto, Lamačská cesta 7315/8A, 81104, Slovenská republika|8A|Lamačská cesta|Bratislava - mestská časť Staré Mesto|['81104']|Slovenská republika|1988-05-01|
779128|36475700|Mestský futbalový klub Vranov nad Topľou, a.s. (v skratke MFK Vranov n. T., a.s.)||Akciová spoločnosť||||1|B. Němcovej|Vranov nad Topľou|['09301']|Slovenská republika|2001-10-04|
9792174|52168956|PREMIUM BVK s.r.o.||Spoločnosť s ručením obmedzeným||||595/41|Jána Erdélyiho|Veľké Kapušany|['07901']|Slovenská republika|2019-01-25|
4742043|42383021|Vranovské vydry||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Majerovce|['09409']|Slovenská republika|2014-05-23|
10553703|52799336|Pavol Vitko||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Betlanovce|['05315']|Slovenská republika|2019-12-01|
500952|43774610|PNEU DT s.r.o.||Spoločnosť s ručením obmedzeným||||342||Stožok|['962 12']|Slovenská republika|2007-10-26|
4739149|42081947|BOX CLUB GLOBAL VÝCHOD||Združenie (zväz, spolok, spoločnosť, klub ai.)||||51|Juh|Vranov nad Topľou|['09301']|Slovenská republika|2008-01-31|
9388486|42418933|Fond na podporu umenia||Verejnoprávna inštitúcia|||Bratislava - mestská časť Staré Mesto, Cukrová 2272/14, 81108, Slovenská republika|14|Cukrová|Bratislava - mestská časť Staré Mesto|['81108']|Slovenská republika|2015-01-01|
16292819|54614619|webex.digital samospráva, s. r. o.||Spoločnosť s ručením obmedzeným||||3858|Ostrovského|Košice - mestská časť Juh|['040 01']|Slovenská republika|2022-05-24|
1060709|47454547|MONASTER, s.r.o.||Spoločnosť s ručením obmedzeným||||2476/1A|Osuského|Bratislava-Petržalka|['85103']|Slovenská republika|2013-10-08|
660072|46664386|PENELCOM s.r.o.||Spoločnosť s ručením obmedzeným||||7/69|Sídlisko 1. mája|Vranov nad Topľou|['09301']|Slovenská republika|2012-05-15|
971200|00617431|MADA Slovakia s.r.o.||Spoločnosť s ručením obmedzeným||||č.10|Puškinova|Košice||Slovenská republika|1991-05-20|
563558|47400072|GARBIAR Stavebniny s.r.o.||Spoločnosť s ručením obmedzeným||||846|Vojtaššákova|Tvrdošín|['02744']|Slovenská republika|2013-09-14|
8739157|50468570|KAJE s.r.o.||Spoločnosť s ručením obmedzeným||||610/22A|Železničná|Bystré|['09434']|Slovenská republika|2016-08-19|
898052|36053694|CENTEX RS, spol. s r.o.||Spoločnosť s ručením obmedzeným||||37|Stará Vajnorská|Bratislava|['83104']|Slovenská republika|2002-04-09|
640104|45500231|FeMiSo s.r.o.||Spoločnosť s ručením obmedzeným||||59/41|Sídlisko 1. mája|Vranov nad Topľou|['09301']|Slovenská republika|2010-05-01|
16005158|54147336|Koľko Lásky o.z.||Združenie (zväz, spolok, spoločnosť, klub ai.)||||43|Rezidenčná ulica|Hrubá Borša|['90050']|Slovenská republika|2021-11-22|
931381|36748269|Medishop Slovakia, s.r.o.||Spoločnosť s ručením obmedzeným|||||Ružinovská 3|Bratislava|['82102']|Slovenská republika|2007-03-06|
7031730|50306456|J.M.J. Projekt, s.r.o.||Spoločnosť s ručením obmedzeným||||511|Bardejovská|Zborov|['08633']|Slovenská republika|2016-05-11|
2717302|41949021|Matúš Rozkoš||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Hermanovce nad Topľou|['09434']|Slovenská republika|2006-03-01|
9695112|51883902|Aquaspiš - vodné hospodárstvo s.r.o.||Spoločnosť s ručením obmedzeným||||433||Rudňany|['05323']|Slovenská republika|2018-09-25|
9371078|00332569|Obec Merník||Obec (obecný úrad), mesto (mestský úrad)|||Merník, 164, 09423, Slovenská republika|||Merník|['09423']|Slovenská republika|1973-07-01|
814277|46247815|tender consult, s.r.o.||Spoločnosť s ručením obmedzeným||||45||Klokočov|['07236']|Slovenská republika|2011-07-14|
9371363|00326542|Obec Spišské Bystré||Obec (obecný úrad), mesto (mestský úrad)|||Spišské Bystré, Michalská 394/4|4|Michalská|Spišské Bystré|['05918']|Slovenská republika|1973-07-01|
4724697|42092426|Sociálny dom ANTIC n. o., Bardejov||Nezisková organizácia poskytujúca všeobecne prospešné služby||||71|Pod papierňou|Bardejov|['08501']|Slovenská republika|2009-06-12|
920523|31685064|DECENT SC. s.r.o.||Spoločnosť s ručením obmedzeným||||3635|T. J. Moussona|Michalovce|['07101']|Slovenská republika|1994-02-09|
1008993|35976853|NN Tatry - Sympatia, d.d.s., a.s.||Akciová spoločnosť||||4/C|Jesenského|Bratislava|['81102']|Slovenská republika|2006-02-01|
880845|47019719|PEKÁREŇ KELPEK s.r.o.||Spoločnosť s ručením obmedzeným||||36||Čierne Pole|['07901']|Slovenská republika|2013-02-16|
262335|46113932|ST - Stream, s.r.o.||Spoločnosť s ručením obmedzeným||||646/52|Vinohrady|Veľké Zálužie|['95135']|Slovenská republika|2011-03-30|
12567424|52892018|WITON spol. s r. o.||Spoločnosť s ručením obmedzeným||||1285|Budovateľská|Vranov nad Topľou|['09301']|Slovenská republika|2020-02-13|
748747|46696822|SERIO s.r.o.||Spoločnosť s ručením obmedzeným||||B-16|Nad Medzou|Spišská Nová Ves|['05201']|Slovenská republika|2012-06-21|
9371037|00332321|Obec Ďapalovce||Obec (obecný úrad), mesto (mestský úrad)|||Ďapalovce, Ďapalovce 136|136|Ďapalovce|Ďapalovce|['09405']|Slovenská republika|1973-07-01|
2813090|32849826|Jaroslav Alžbetkin||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||477|Michalská|Spišské Bystré|['05918']|Slovenská republika|1992-10-29|
1880562|10763571|Ing. Angela Vysopalová PhD.||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||16|Karpatská|Spišská Nová Ves|['05201']|Slovenská republika|1992-12-09|
4445241|31673287|AUDIT-CONSULTING, s.r.o.||Spoločnosť s ručením obmedzeným||||2473/7A|Duklianskych hrdinov|Vranov nad Topľou|['09301']|Slovenská republika|1993-06-07|
895920|36586498|Minet Slovakia s.r.o.||Spoločnosť s ručením obmedzeným||||6365/108|Masarykova|Michalovce|['07101']|Slovenská republika|2004-11-25|
4688138|36153061|Futbalový klub Sedliská||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Sedliská|['09409']|Slovenská republika|1997-04-24|
3516002|34974181|Rastislav Mucha RAMSTAV||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||57|Laborecká|Humenné|['06601']|Slovenská republika|1997-03-19|
9345869|51162083|HOKEJBAL MÔŽE HRAŤ KAŽDÝ||Združenie (zväz, spolok, spoločnosť, klub ai.)||||23A|Ružová|Vranov nad Topľou|['09303']|Slovenská republika|2017-10-13|
1388120|||||||||||||1992-12-04|2023-05-19
2740667|33269017|Ing. arch. Jozef Los-Chovanec||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Nová Kelča|['09404']|Slovenská republika|1993-06-18|
14959340|53409515|JUDr. Dominik Jakub||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||15|Školská|Vranov nad Topľou|['09302']|Slovenská republika|2020-11-01|
639526|36490661|DMJ MARKET, s.r.o.||Spoločnosť s ručením obmedzeným||||1288|Budovateľská|Vranov nad Topľou|['09301']|Slovenská republika|2004-01-30|
753562|36204838|TILIO, s.r.o.||Spoločnosť s ručením obmedzeným||||1210/12|Čordákova|Košice - mestská časť Sídlisko KVP|['040 23']|Slovenská republika|2001-03-05|
1725273|35456027|Ladislav Búci EuroTex Slovenská republika||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||504|Družstevná|Strážske|['07222']|Slovenská republika|1999-09-06|
906514|35743565|MAGNA ENERGIA a.s.||Akciová spoločnosť||||18/7555|Nitrianska|Piešťany|['92101']|Slovenská republika|1998-03-06|
2700192|37354566|Kvetoslava Sukovská||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||45|Sídlisko JUH|Vranov nad Topľou|['09301']|Slovenská republika|2001-07-01|
747266|36214574|Moris Slovakia s.r.o.||Spoločnosť s ručením obmedzeným||||4|Alejová|Košice|['04011']|Slovenská republika|2002-06-04|
3597085|43636373|Ing. Peter Huray||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||185|Hlavná|Zemplínske Hámre|['06777']|Slovenská republika|2007-06-04|
13456804|31952763|Gréckokatolícka cirkev, farnosť Rudlov||Cirkevná organizácia|||Rudlov, 140, 09435, Slovenská republika|||Rudlov|['09435']|Slovenská republika|1993-06-29|
780733|43806643|||Akciová spoločnosť|||||||||2007-11-10|2024-01-25
194881|45234469|INISOFT s. r. o.||Spoločnosť s ručením obmedzeným||||8|Kapitulská|Banská Bystrica|['974 01']|Slovenská republika|2009-10-22|
579554|36380725|Mixxer Medical s.r.o.||Spoločnosť s ručením obmedzeným||||49|Kollárova|Martin|['03601']|Slovenská republika|1998-06-02|
15887497|54125588|LIMAT Reality&Building s.r.o.||Spoločnosť s ručením obmedzeným||||1016/4|1. mája|Žilina|['01001']|Slovenská republika|2021-10-07|
9370589|37808427|Žilinský samosprávny kraj||Samosprávny kraj (úrad samosprávneho kraja)|||Žilina, Komenského 2622/48|48|Komenského|Žilina|['01109']|Slovenská republika|2002-01-01|
632548|44547838|ateliér - m spol. s r. o.||Spoločnosť s ručením obmedzeným||||1019|Herlianska|Vranov nad Topľou|['09303']|Slovenská republika|2008-12-18|
269666|36683451|GESTUS Investments, s.r.o.||Spoločnosť s ručením obmedzeným||||253|Šebešťanová|Považská Bystrica|['01704']|Slovenská republika|2006-10-05|
656230|46694447|EDISON SK s.r.o.||Spoločnosť s ručením obmedzeným||||537|Prešovská|Vranov nad Topľou|['09303']|Slovenská republika|2012-05-23|
9388703|00151866|Ministerstvo vnútra Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Pribinova 2, 81272, Slovenská republika|2|Pribinova|Bratislava - mestská časť Staré Mesto|['81272']|Slovenská republika|1988-05-01|
953092|31677711|Avalon IT s.r.o.||Spoločnosť s ručením obmedzeným||||269/16|Študentská|Košice-Sever|['04001']|Slovenská republika|1993-09-06|
14179270|53053982|WORKSTONE s.r.o.||Spoločnosť s ručením obmedzeným||||18/11|Osloboditeľov|Strážske|['07222']|Slovenská republika|2020-05-05|
770395|44463561|||Podnikateľ-fyzická osoba-zapísaný v obchodnom registri|||||||||2015-06-10|2021-10-23
498001|36006912|VIS Slovensko, s.r.o.||Spoločnosť s ručením obmedzeným||||33/B|Vysokoškolákov|Žilina|['010 08']|Slovenská republika|1996-07-24|
583112|31341438|VOLKSWAGEN Finančné služby Slovensko s.r.o.||Spoločnosť s ručením obmedzeným||||98|Vajnorská|Bratislava|['83104']|Slovenská republika|1993-02-05|
9389052|30796491|Environmentálny fond||Fondy|||Bratislava - mestská časť Ružinov, Nevädzová 806/5, 82101, Slovenská republika|5|Nevädzová|Bratislava - mestská časť Ružinov|['82101']|Slovenská republika|2005-01-01|
2672780|33274011|Vilma Krauspeová||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||1215|Sídlisko II|Vranov nad Topľou|['09301']|Slovenská republika|1992-05-21|
630281|46417958|M KOMI s. r. o.||Spoločnosť s ručením obmedzeným||||133|Turany nad Ondavou|Turany nad Ondavou|['09033']|Slovenská republika|2011-11-05|
1008332|35925094|FIN.M.O.S., a.s.||Akciová spoločnosť||||19|Pekná cesta|Bratislava|['83105']|Slovenská republika|2005-03-11|
6944672|50244388|SmartBooks, a.s.||Akciová spoločnosť||||18|Národná|Žilina|['01001']|Slovenská republika|2016-04-08|
13333461|52933211|TERGO s.r.o.||Spoločnosť s ručením obmedzeným||||61|Sabinovská|Prešov|['08001']|Slovenská republika|2020-02-29|
728730|36823422|SETL SK, s.r.o.||Spoločnosť s ručením obmedzeným||||2635|Partizánska|Bardejov|['08501']|Slovenská republika|2007-08-25|
4685512|31930387|Skládka odpadov Rajeckého regiónu, združenie||Záujmové združenie právnických osôb||||18|Námestie SNP|Rajec|['01501']|Slovenská republika|1994-06-30|
672117|36791822|STANIM, s.r.o.||Spoločnosť s ručením obmedzeným||||203||Šindliar|['08236']|Slovenská republika|2007-06-15|
9843325|52302555|encare, s.r.o.||Spoločnosť s ručením obmedzeným||||20|Rusovská cesta|Bratislava - mestská časť Petržalka|['85101']|Slovenská republika|2019-03-27|
540727|36650811|DATACAR, spol. s r.o.||Spoločnosť s ručením obmedzeným||||129|Piešť II.|Detva|['96212']|Slovenská republika|2006-07-07|
569823|36021211|Brantner Gemer s.r.o.||Spoločnosť s ručením obmedzeným||||344|Košická cesta|Rimavská Sobota|['97901']|Slovenská republika|1997-05-29|
16444168|54823692|Jana Stanislav||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||8|Zakarpatská|Rožňava|['04801']|Slovenská republika|2022-08-10|
964497|46897992|CESTY KOŠICE s.r.o.||Spoločnosť s ručením obmedzeným||||28|Mlynská|Košice|['04001']|Slovenská republika|2012-11-06|
15119498|42422132|Súkromná stredná odborná škola pedagogická EBG, Lesná 909/28, Humenné||Nezisková organizácia||||28|Lesná|Humenné||Slovenská republika|2015-09-01|
2742261|34899197|Ján Velebír - STAVITEĽ||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||12|Širiava|Hanušovce nad Topľou|['09431']|Slovenská republika|1997-10-01|
1003277|35942355|SEWA, a.s.||Akciová spoločnosť||||1E|Sliačska|Bratislava - mestská časť Nové Mesto|['831 02']|Slovenská republika|2005-06-25|
340162|36668940|Kinet s.r.o.||Spoločnosť s ručením obmedzeným||||310/18|Vápenická|Prievidza|['97101']|Slovenská republika|2006-08-26|
748371|36488135|MART SYSTEM s.r.o.||Spoločnosť s ručením obmedzeným||||2|Železničná|Veľký Šariš|['08221']|Slovenská republika|2003-10-08|
636348|36490121|Adin, s.r.o.||Spoločnosť s ručením obmedzeným||||13753/9|Hviezdna|Prešov|['08001']|Slovenská republika|2004-01-12|
1007675|47144190|Metrostav Slovakia a. s.||Akciová spoločnosť||||68|Mlynské Nivy|Bratislava|['82477']|Slovenská republika|2013-05-01|
12512218|52914674|Health & Safety First s.r.o.||Spoločnosť s ručením obmedzeným||||1549/18|Štefánikova|Humenné|['066 01']|Slovenská republika|2020-02-12|
16261903|54609712|Traky Production s.r.o.||Spoločnosť s ručením obmedzeným||||1043/9|Lesná|Čaňa|['044 14']|Slovenská republika|2022-05-12|
991158|31651402|COLAS Slovakia, a.s.||Akciová spoločnosť||||3168/7|Orešianska|Trnava|['91701']|Slovenská republika|1992-05-01|
9370925|00332836|Obec Sedliská||Obec (obecný úrad), mesto (mestský úrad)|||Sedliská, Sedliská 85|85|Sedliská|Sedliská|['09409']|Slovenská republika|1973-07-01|
4593680|31256392|Neinvestičný fond VODÁRNE||Neinvestičný fond||||50|Komenského|Košice - mestská časť Sever|['04001']|Slovenská republika|2003-12-30|
3627304|32394268|Mária Čaklošová - OVO centrum||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||25|1. mája|Humenné|['06601']|Slovenská republika|1992-12-07|
1006455|31329519|MEGGLE Slovakia s. r. o.||Spoločnosť s ručením obmedzeným||||35|Studená|Bratislava - mestská časť Ružinov|['823 55']|Slovenská republika|1992-08-01|
1010751|31383408|Wüstenrot poisťovňa, a.s.||Akciová spoločnosť||||21|Digital Park I, Einsteinova|Bratislava - mestská časť Petržalka|['851 01']|Slovenská republika|1994-11-22|
15110911|53520297|STAVENEC BYSTRÉ s.r.o., r.s.p.||Spoločnosť s ručením obmedzeným||||98/20|Šarišská|Bystré|['09434']|Slovenská republika|2021-01-14|
9673478|51900921|ejoin, s.r.o.||Spoločnosť s ručením obmedzeným||||1|Štúrova|Dubnica nad Váhom|['01841']|Slovenská republika|2018-08-21|
2768880|48072923|Vladimír Demčák||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Soľ|['09435']|Slovenská republika|2015-02-23|
777888|36485250|Podtatranská vodárenská spoločnosť, a.s.||Akciová spoločnosť||||662/17|Hraničná|Poprad|['05889']|Slovenská republika|2003-05-01|
657000|36467944|VODOSTAV Vranov, s.r.o.||Spoločnosť s ručením obmedzeným||||2641/11|Kalinčiaková|Vranov nad Topľou|['09301']|Slovenská republika|2000-08-14|
724383|36472549|LUNYS, s.r.o.||Spoločnosť s ručením obmedzeným||||4512/96|Hlavná|Poprad|['05951']|Slovenská republika|2001-04-20|
657150|31363822|ARES, spol. s r.o.||Spoločnosť s ručením obmedzeným||||12091/15|Elektrárenská|Bratislava - mestská časť Nové Mesto|['831 04']|Slovenská republika|1993-12-21|
989385|36570460|Východoslovenská vodárenská spoločnosť, a.s.||Akciová spoločnosť||||50|Komenského|Košice|['04248']|Slovenská republika|2003-05-01|
655540|36498220|Fero Marcin, s. r. o.||Spoločnosť s ručením obmedzeným||||11||Tročany|['08641']|Slovenská republika|2004-10-08|
472673|36041726|SOMI Consulting s.r.o.||Spoločnosť s ručením obmedzeným||||69|Lazovná|Banská Bystrica|['97401']|Slovenská republika|2000-05-17|
9372423|00332691|Obec Poša||Obec (obecný úrad), mesto (mestský úrad)|||Poša, 241, 09421, Slovenská republika|||Poša|['09421']|Slovenská republika|1973-07-01|
9201108|50911791|TDOZ s.r.o.||Spoločnosť s ručením obmedzeným||||4|Námestie slobody|Humenné|['06601']|Slovenská republika|2017-06-06|
908288|36580040|PLUTKO, s.r.o.||Spoločnosť s ručením obmedzeným||||27/1707|Priemyselná|Michalovce|['07101']|Slovenská republika|2004-05-31|
9504489|51476169|GERION senior centrum, n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||670|Zámutov|Zámutov|['09415']|Slovenská republika|2018-03-06|
4738611|00178322|Slovenský zväz chovateľov||Združenie (zväz, spolok, spoločnosť, klub ai.)||||44|Krížna|Bratislava - mestská časť Ružinov|['82476']|Slovenská republika|1990-06-29|
14756845|53216555|RB - Technik, s.r.o.||Spoločnosť s ručením obmedzeným||||601/21|Duklianska|Spišská Nová Ves|['052 01']|Slovenská republika|2020-08-13|
3653738|47632763|Matej Babin OBERO||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||17|Pod Krámovou|Humenné|['06601']|Slovenská republika|2014-01-01|
381467|34115901|Marius Pedersen, a.s.||Akciová spoločnosť||||1735|Opatovská|Trenčín|['91101']|Slovenská republika|1995-02-15|
603350|36510149|ALDA VT, s.r.o.||Spoločnosť s ručením obmedzeným||||67||Hudcovce|['06745']|Slovenská republika|2005-10-29|
1072511|36211222|Východoslovenská energetika Holding a.s.||Akciová spoločnosť||||31|Mlynská|Košice|['04291']|Slovenská republika|2002-01-01|
900348|43796982|Lui s.r.o.||Spoločnosť s ručením obmedzeným||||1/2582|Werferova|Košice|['04011']|Slovenská republika|2007-10-30|
729703|47122269|APIS SK s.r.o.||Spoločnosť s ručením obmedzeným||||10/672|Probstnerova cesta|Levoča|['05401']|Slovenská republika|2013-04-17|
15693911|53771036|ArMich, s. r. o.||Spoločnosť s ručením obmedzeným||||590|SNP|Spišské Bystré|['05918']|Slovenská republika|2021-05-12|
9370994|00332607|Obec Nižný Hrušov||Obec (obecný úrad), mesto (mestský úrad)|||Nižný Hrušov, Nižný Hrušov 520|520|Nižný Hrušov|Nižný Hrušov|['09422']|Slovenská republika|1973-07-01|
776381|36450758|OZÓN Hanušovce, a.s.||Akciová spoločnosť||||98|Rastislavova|Košice|['04346']|Slovenská republika|1997-10-28|
1279819|35236221|Ing. Martin Hudec, ARCHIGRAPH studio||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||45|Letná|Košice - mestská časť Sever|['04001']|Slovenská republika|1998-12-01|
9742938|42085853|Domov sv. Dominika||Cirkevná organizácia|||Petrovany, 115, časť obce: Petrovany, 08253, Slovenská republika|||Petrovany|['08253']|Slovenská republika|2008-12-29|
14508839|31967043|Cirkevný zbor Evanjelickej cirkvi augsburského vyznania na Slovensku Merník||Cirkevná organizácia|||Merník, 169, 09423, Slovenská republika|||Merník|['09423']|Slovenská republika|1994-01-01|
9352884|51183455|Commander Services s.r.o.||Spoločnosť s ručením obmedzeným||||23|Žitná|Bratislava|['83106']|Slovenská republika|2017-10-27|
648311|47622806|PRIMA 1994 s.r.o.||Spoločnosť s ručením obmedzeným||||969|Námestie Slobody|Vranov nad Topľou|['09301']|Slovenská republika|2014-02-15|
9388639|42181810|Ministerstvo životného prostredia Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Námestie Ľudovíta Štúra 1, 81235, Slovenská republika|1|Námestie Ľudovíta Štúra|Bratislava - mestská časť Staré Mesto|['81235']|Slovenská republika|2010-11-01|
509050|44916132|Real invest SK Žilina, s.r.o.||Spoločnosť s ručením obmedzeným||||812/29|Školská|Teplička nad Váhom|['01301']|Slovenská republika|2009-08-12|
4684252|42230110|Vranovský útulok pre psov||Združenie (zväz, spolok, spoločnosť, klub ai.)|||||Na hrunku|Vranov nad Topľou|['09301']|Slovenská republika|2010-12-01|
631577|45521441|DANEX PLUS, s.r.o.||Spoločnosť s ručením obmedzeným||||109||Soľ|['09435']|Slovenská republika|2010-05-11|
9388934|00151513|Úrad vlády Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Námestie slobody 2899/1, 81370, Slovenská republika|1|Námestie slobody|Bratislava - mestská časť Staré Mesto|['81370']|Slovenská republika|1972-01-01|
1815763|37317130|Ing. Juraj Mojsej - MOCHOSTAV||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||12|Pri mlyne|Michalovce|['07101']|Slovenská republika|2001-01-03|
